deviceId,flowId,state,priority,tableId,isPermanent,packets,bytes
of:0000000000000008,281476270708671,ADDED,40000,0,True,178,24742
of:0000000000000008,21110627390723908,ADDED,10,0,False,0,0
of:0000000000000008,281476010895837,ADDED,5,0,True,427,41846
of:0000000000000005,281478762460478,ADDED,40000,0,True,6403,268926
of:0000000000000005,281478211273411,ADDED,40000,0,True,351,48789
of:0000000000000005,281475117841124,ADDED,5,0,True,702,68796
of:0000000000000005,281478979269874,ADDED,40000,0,True,351,48789
of:0000000000000027,281475549643265,ADDED,5,0,True,241,23618
of:0000000000000027,281478240750341,ADDED,40000,0,True,5681,238602
of:0000000000000027,281476381430156,ADDED,40000,0,True,262,36680
of:0000000000000027,281478207123007,ADDED,40000,0,True,262,36680
of:0000000000000006,281475738574217,ADDED,40000,0,True,174,24186
of:0000000000000006,281476873293724,ADDED,40000,0,True,174,24186
of:0000000000000006,281475411377083,ADDED,40000,0,True,4213,176946
of:0000000000000006,281478888449605,ADDED,5,0,True,437,42826
of:0000000000000028,281475035788292,ADDED,5,0,True,1469,143962
of:0000000000000028,281476335729938,ADDED,40000,0,True,272,37988
of:0000000000000028,281478293120181,ADDED,40000,0,True,272,37988
of:0000000000000028,281476991775860,ADDED,40000,0,True,4083,171486
of:0000000000000009,281478887649794,ADDED,40000,0,True,351,48965
of:0000000000000009,281474993990194,ADDED,5,0,True,780,76440
of:0000000000000009,281476295891648,ADDED,40000,0,True,351,48965
of:0000000000000009,281479019932926,ADDED,40000,0,True,6530,274260
